Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,,Nvidia,Quadro RTX 4000,42,94.6,5995,https://gpu.userbenchmark.com/SpeedTest/716215/NVIDIA-Quadro-RTX-4000
GPU,,Nvidia,RTX 2080S (Super Mobile Max-Q),43,94.1,3209,https://gpu.userbenchmark.com/SpeedTest/1114823/NVIDIA-GeForce-RTX-2080-Super-with-Max-Q-Design
GPU,,AMD,RX Vega-64,44,93.2,88080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,GV-RXVEGA64-8GD-B,AMD,Gigabyte RX Vega 64 8GB,44,93.2,88080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,RX-VEGMTBFX6,AMD,XFX RX Vega 64 8GB,44,93.2,88080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,21275-02-20G,AMD,Sapphire RX Vega 64 8GB,44,93.2,88080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,ROG-STRIX-RXVEGA64-O8G-GAMING,Asus,Asus RX Vega 64 8GB ROG Strix Gaming,44,93.2,88080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,GV-RXVEGA64GAMING OC-8GD,Gigabyte,Gigabyte RX Vega 64 8GB Gaming OC,44,93.2,88080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,RX VEGA 64 AIR BOOST 8G OC,MSI,MSI RX Vega 64 8GB Gaming Air Boost,44,93.2,88080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,,AMD,Vega Frontier Edition,45,91.4,1744,https://gpu.userbenchmark.com/AMD-Vega-Frontier-Edition/Rating/3929
GPU,100-506061,AMD,Radeon Vega Frontier Edition Air,45,91.4,1744,https://gpu.userbenchmark.com/AMD-Vega-Frontier-Edition/Rating/3929
GPU,,Nvidia,Quadro P5000,46,90.8,7074,https://gpu.userbenchmark.com/SpeedTest/197331/NVIDIA-Quadro-P5000
GPU,,Nvidia,RTX 2070 (Mobile),47,90.1,19091,https://gpu.userbenchmark.com/SpeedTest/694798/NVIDIA-GeForce-RTX-2070
GPU,,Nvidia,RTX 2080 (Mobile Max-Q),48,88.9,6475,https://gpu.userbenchmark.com/SpeedTest/704710/NVIDIA-GeForce-RTX-2080-with-Max-Q-Design
GPU,,Nvidia,RTX 2060,49,88.9,487922,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,RTX 2060 VENTUS 6G OC,MSI,MSI RTX 2060 6GB Ventus,49,88.9,487922,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,ZT-T20600F-10M,Zotac,Zotac RTX 2060 6GB Twin,49,88.9,487922,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,GV-N2060GAMING OC-6GD,Gigabyte,Gigabyte RTX 2060 6GB Gaming OC,49,88.9,487922,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,06G-P4-2167-KR,EVGA,EVGA RTX 2060 6GB XC Ultra Gaming,49,88.9,487922,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,GV-N2060WF2OC-6GD,Gigabyte,Gigabyte RTX 2060 6GB Windforce OC,49,88.9,487922,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,RTX 2060 Gaming Z 6G,MSI,MSI RTX 2060 6GB Gaming Z,49,88.9,487922,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,ROG-STRIX-RTX2060-O6G-GAMING,Asus,Asus RTX 2060 6GB ROG STRIX,49,88.9,487922,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,GV-N2060GAMINGOC PRO-6GD,Gigabyte,Gigabyte RTX 2060 6GB Gaming OC Pro ,49,88.9,487922,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,06G-P4-2060-KR,EVGA,EVGA RTX 2060 6GB Gaming,49,88.9,487922,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,06G-P4-2068-KR,EVGA,EVGA RTX 2060 KO 6GB Ultra Gaming,49,88.9,487922,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,06G-P4-2066-KR,EVGA,EVGA RTX 2060 KO 6GB Gaming,49,88.9,487922,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,RTX 2060 VENTUS XS 6G OC,MSI,MSI RTX 2060 6GB Ventus XS,49,88.9,487922,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,,AMD,RX 5700,50,88.5,60946,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,AXRX 5700 8GBD6-M3DH,AMD,PowerColor RX 5700 8GB,50,88.5,60946,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,21294-01-20G,AMD,Sapphire RX 5700 8GB,50,88.5,60946,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,RX-57XL8MFG6,AMD,XFX RX 5700 8GB,50,88.5,60946,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,R5700XT8,AMD,MSI RX 5700 8GB,50,88.5,60946,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,11294-01-20G,Sapphire,Sapphire RX 5700 8GB Pulse,50,88.5,60946,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,R5700MHC,MSI,MSI RX 5700 8GB Mech,50,88.5,60946,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,11294-01-20G,Sapphire,Sapphire RX 5700 8GB Pulse,50,88.5,60946,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,AXRX 5700 8GBD6-3DHE/OC,PowerColor,PowerColor RX 5700 8GB Red Devil,50,88.5,60946,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,RX-57XL8LBD6,XFX,XFX RX 5700 8GB DD Ultra,50,88.5,60946,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,GV-R57GAMING OC-8GD,Gigabyte,Gigabyte RX 5700 8GB Gaming OC,50,88.5,60946,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,RX 5700 Evoke OC,MSI,MSI RX 5700 8GB Evoke OC,50,88.5,60946,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,,Nvidia,RTX 3060 (Laptop),51,88,21572,https://gpu.userbenchmark.com/SpeedTest/1452971/NVIDIA-GeForce-RTX-3060-Laptop-GPU
GPU,,AMD,RX 5600-XT,52,87.6,83666,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,11296-01-20G,Sapphire,Sapphire RX 5600 XT 6GB Pulse,52,87.6,83666,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,AXRX 5600XT 6GBD6-3DHE/OC,PowerColor,PowerColor RX 5600 XT 6GB Red Devil,52,87.6,83666,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,RX-56XT6DFD6,XFX,XFX RX 5600 XT 6GB Thicc II PRO,52,87.6,83666,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,RX-56XT6DF46,XFX,XFX RX 5600 XT 6GB Thicc II PRO,52,87.6,83666,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,GV-R56XTGAMING OC-6GD,Gigabyte,Gigabyte RX 5600 XT 6GB Gaming OC,52,87.6,83666,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,GV-R56XTWF2OC-6GD,Gigabyte,Gigabyte RX 5600 XT 6GB Windforce OC,52,87.6,83666,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,Radeon RX 5600 XT GAMING MX,MSI,MSI RX 5600 XT 6GB Gaming MX,52,87.6,83666,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,,Nvidia,RTX 2070S (Super Mobile Max-Q),53,85.1,2695,https://gpu.userbenchmark.com/SpeedTest/1168355/NVIDIA-GeForce-RTX-2070-Super-with-Max-Q-Design
GPU,,AMD,RX Vega-56,54,83.1,93068,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,21276-00-20G,AMD,Sapphire RX Vega 56 8GB,54,83.1,93068,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,RX-VEGMLBFX6,AMD,XFX RX Vega 56 8GB,54,83.1,93068,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,GV-RXVEGA56-8GD-B,AMD,Gigabyte RX Vega 56 8GB,54,83.1,93068,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,RX Vega 56 Air Boost 8G OC,MSI,MSI RX Vega 56 8GB Gaming Air Boost,54,83.1,93068,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,GV-RXVEGA56GAMING OC-8GD,Gigabyte,Gigabyte RX Vega 56 8GB OC,54,83.1,93068,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,11276-02-40G,Sapphire,Sapphire RX Vega 56 8GB Pulse,54,83.1,93068,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,90-GA0900-00UANF,ASRock,ASRock RX Vega 56 8GB Phantom Gaming X,54,83.1,93068,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,,Nvidia,GTX 980-Ti,55,80.7,197021,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,06G-P4-4995-KR,EVGA,EVGA GTX 980 Ti 6GB ACX SC+ ACX 2.0+ w/BP,55,80.7,197021,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,06G-P4-4992-KR,EVGA,EVGA GTX 980 Ti 6GB SC,55,80.7,197021,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GTX980TI-6GD5,Asus,ASUS GTX 980 Ti 6GB,55,80.7,197021,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GTX 980TI GAMING 6G,MSI,MSI GTX 980 Ti 6GB Gaming,55,80.7,197021,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GV-N98TG1 GAMING-6GD,Gigabyte,Gigabyte GTX 980 Ti 6GB GV-N98TG1,55,80.7,197021,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GV-N98TWF3OC-6GD,Gigabyte,Gigabyte GTX 980 Ti 6GB Windforce 3X OC,55,80.7,197021,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GTX 980Ti GAMING 6G GOLDEN EDITION,MSI,MSI GTX 980 TI 6GB OC GOLDEN LE,55,80.7,197021,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,06G-P4-0998-KR,EVGA,EVGA GTX 980 Ti 6GB Classified Gaming ACX 2.0+,55,80.7,197021,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,,Nvidia,GTX 1070,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GTX1070-8G,Asus,ASUS GTX 1070 8GB Founders Edition,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,ZT-P10700A-10P,Nvidia,ZOTAC GTX 1070 8GB Founders Edition ,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,VCGGTX10708PB-CG,Nvidia,PNY GTX 1070 8GB Founders Edition,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070D5-8GD-B,Nvidia,Gigabyte GTX 1070 8GB Founders Edition,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,MSI GeForce GTX 1070 Founders Edition,Nvidia,MSI GTX 1070 Founders Edition,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6170-KR,EVGA,EVGA GTX 1070 8GB Founders Edition,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GeForce GTX 1070 GAMING X 8G,MSI,MSI GTX 1070 8GB GAMING X,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GTX 1070 GAMING X 8G,MSI,MSI GTX 1070 8GB GAMING X,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070G1 GAMING-8GD,Gigabyte,Gigabyte GTX 1070 8GB G1 Gaming,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GeForce GTX 1070 ARMOR 8G OC,MSI,MSI GTX 1070 8GB ARMOR OC,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6173-KR,EVGA,EVGA GTX 1070 8GB SC GAMING,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,STRIX-GTX1070-O8G-GAMING,Asus,Asus GTX 1070 8GB STRIX OC,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6276-KR,EVGA,EVGA GTX 1070 8GB FTW Gaming,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,STRIX-GTX1070-8G-GAMING,Asus,Asus GTX 1070 8GB STRIX,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,ZT-P10700B-10P,Zotac,Zotac GTX 1070 8GB AMP! Extreme,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070WF2OC-8GD,Gigabyte,Gigabyte GTX 1070 8GB Windforce OC,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GeForce GTX 1070 GAMING 8G,MSI,MSI GTX 1070 8GB Gaming,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,DUAL-GTX1070-O8G,Asus,Asus GTX 1070 8GB Dual OC,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-5173-KR,EVGA,EVGA GTX 1070 8GB SC Gaming ACX 3.0,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6171-KR,EVGA,EVGA GTX 1070 8GB Gaming ACX 3.0,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6274-KR,EVGA,EVGA GTX 1070 8GB FTW DT Gaming,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,426018336-3682,Gainward,Gainward GTX 1070 8GB Phoenix GS,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070XTREME-8GD,Gigabyte,Gigabyte GTX 1070 8GB XTREME,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,TURBO-GTX1070-8G,Asus,Asus GTX 1070 8GB Turbo,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GeForce GTX 1070 SEA HAWK X,MSI,MSI GTX 1070 8GB SEA HAWK X,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070IXOC-8GD,Gigabyte,Gigabyte GTX 1070 8GB Mini ITX OC,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6676-KR,EVGA,EVGA GTX 1070 8GB FTW2,56,80.5,1160355,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,,Nvidia,RTX 2070 (Mobile Max-Q),57,79.3,8440,https://gpu.userbenchmark.com/SpeedTest/703511/NVIDIA-GeForce-RTX-2070-with-Max-Q-Design
GPU,,Nvidia,GTX 1080 (Mobile Max-Q),58,77.8,3013,https://gpu.userbenchmark.com/SpeedTest/308045/NVIDIA-GeForce-GTX-1080-with-Max-Q-Design
GPU,,Nvidia,GTX Titan X,59,76.7,16398,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,12G-P4-2992-KR,EVGA,EVGA GTX TITAN X 12GB SC,59,76.7,16398,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,GTXTITANX-12GD5,Asus,ASUS GTX TITAN X 12GB,59,76.7,16398,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,12G-P4-2990-KR,EVGA,EVGA GTX TITAN X 12GB,59,76.7,16398,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,,Nvidia,GTX 1660-Ti,60,76.6,258179,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GTX 1660 TI VENTUS XS 6G OC,MSI,MSI GTX 1660 Ti 6GB Ventus XS OC,60,76.6,258179,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,06G-P4-1261-KR,EVGA,EVGA GTX 1660 Ti 6GB Black Gaming,60,76.6,258179,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GTX 1660 TI GAMING X 6G,MSI,MSI GTX 1660 Ti 6GB Gaming X,60,76.6,258179,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,DUAL-GTX1660TI-O6G,Asus,Asus GTX 1660 Ti 6GB Dual,60,76.6,258179,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,06G-P4-1263-KR,EVGA,EVGA GTX 1660 Ti 6GB XC Gaming,60,76.6,258179,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GV-N166TWF2OC-6GD,Gigabyte,Gigabyte GTX 1660 Ti 6GB Windforce OC,60,76.6,258179,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GV-N166TOC-6GD,Gigabyte,Gigabyte GTX 1660 Ti 6GB OC,60,76.6,258179,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,PH-GTX1660TI-O6G,Asus,Asus GTX 1660 Ti 6GB Phoenix,60,76.6,258179,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,,AMD,RX 6600,61,76.3,367,https://gpu.userbenchmark.com/SpeedTest/1680901/AMD-Radeon-RX-6600
GPU,,Nvidia,Quadro M6000 24GB,62,75.4,282,https://gpu.userbenchmark.com/SpeedTest/145751/NVIDIA-Quadro-M6000-24GB
GPU,,Nvidia,Quadro M6000,63,74.3,501,https://gpu.userbenchmark.com/SpeedTest/36278/NVIDIA-Quadro-M6000
GPU,,Nvidia,GTX 1660S (Super),64,71.1,300476,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,GTX 1660 Super Ventus XS OC,MSI,MSI GTX 1660 Super 6GB Ventus XS OC,64,71.1,300476,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,GV-N166SOC-6GD,Gigabyte,Gigabyte GTX 1660 Super 6GB OC,64,71.1,300476,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,06G-P4-1068-KR,EVGA,EVGA GTX 1660 Super 6GB SC Ultra Gaming,64,71.1,300476,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,ZT-T16620F-10L,Zotac,Zotac GTX 1660 Super 6GB Compact,64,71.1,300476,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,GTX 1660 Super Gaming X,MSI,MSI GTX 1660 Super 6GB Gaming X,64,71.1,300476,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,DUAL-GTX1660S-O6G-EVO,Asus,Asus GTX 1660 Super 6GB Dual Evo,64,71.1,300476,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,TUF-GTX1660S-O6G-GAMING,Asus,Asus GTX 1660 Super 6GB TUF Gaming,64,71.1,300476,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,,Nvidia,GTX 1070 (Mobile),65,70.9,94146,https://gpu.userbenchmark.com/SpeedTest/164129/NVIDIA-GeForce-GTX-1070
GPU,,Nvidia,RTX 2060 (Mobile),66,70.1,97092,https://gpu.userbenchmark.com/SpeedTest/701609/NVIDIA-GeForce-RTX-2060
GPU,,Nvidia,GTX 1660,67,68.8,187534,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GV-N1660OC-6GD,Gigabyte,Gigabyte GTX 1660 6GB OC,67,68.8,187534,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,06G-P4-1167-KR,EVGA,EVGA GTX 1660 6GB XC Ultra Gaming,67,68.8,187534,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GTX 1660 Ventus XS 6G OC,MSI,MSI GTX 1660 6GB Ventus XS OC,67,68.8,187534,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GTX 1660 Gaming X 6G,MSI,MSI GTX 1660 6GB Gaming X,67,68.8,187534,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,06G-P4-1161-KR,EVGA,EVGA GTX 1660 6GB XC Black,67,68.8,187534,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,PH-GTX1660-O6G,Asus,Asus GTX 1660 6GB Phoenix,67,68.8,187534,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GV-N1660GAMING OC-6GD,Gigabyte,Gigabyte GTX 1660 6GB Gaming OC,67,68.8,187534,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,ZT-T16600F-10L,Zotac,Zotac GTX 1660 6GB Compact,67,68.8,187534,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,ZT-T16600K-10M,Zotac,Zotac GTX 1660 6GB Gaming Compact,67,68.8,187534,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,,Nvidia,Quadro P4000,68,66.7,10465,https://gpu.userbenchmark.com/SpeedTest/250990/NVIDIA-Quadro-P4000
GPU,,Nvidia,Quadro P5000-M (Mobile),69,66.1,565,https://gpu.userbenchmark.com/SpeedTest/249248/NVIDIA-Quadro-P5000
GPU,,AMD,R9 Fury-X,70,65.9,9445,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,R9-FURY-4QFA,AMD,XFX R9 FURY X 4GB,70,65.9,9445,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,21246-00-40G,AMD,Sapphire R9 Fury X 4GB ,70,65.9,9445,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,GV-R9FURYX-4GD-B,AMD,Gigabyte R9 Fury X 4GB,70,65.9,9445,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,,Nvidia,GTX 1660-Ti (Mobile),71,64.6,63992,https://gpu.userbenchmark.com/SpeedTest/776281/NVIDIA-GeForce-GTX-1660-Ti
GPU,,AMD,R9 Fury,72,63.4,12912,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,11247-00-40G,Sapphire,Sapphire R9 Fury 4GB TRI-X OC,72,63.4,12912,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,100379NTOC+SR,Sapphire,Sapphire R9 Fury 4GB TRI-X OC,72,63.4,12912,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,STRIX-R9FURY-DC3-4G-GAMING,Asus,Asus R9 Fury 4GB Gaming,72,63.4,12912,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,R9-FURY-4TF9,XFX,XFX R9 Fury 4GB,72,63.4,12912,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,11247-03-40G,Sapphire,Sapphire R9 Fury 4GB NITRO,72,63.4,12912,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,,Nvidia,GTX 980,73,60.6,166374,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,04G-P4-2983-KR,EVGA,EVGA GTX 980 4GB SC ACX 2.0,73,60.6,166374,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,GTX 980 GAMING 4G,MSI,MSI GTX 980 4GB GAMING,73,60.6,166374,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,STRIX-GTX980-DC2OC-4GD5,Asus,ASUS GTX 980 4GB STRIX OC,73,60.6,166374,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,,Nvidia,GTX 1070 (Mobile Max-Q),74,60.1,7664,https://gpu.userbenchmark.com/SpeedTest/301524/NVIDIA-GeForce-GTX-1070-with-Max-Q-Design
GPU,,AMD,RX 590,75,59.9,97681,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,RX-590P8DFD6,XFX,XFX RX 590 8GB Fatboy OC+,75,59.9,97681,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,11289-01-20G,Sapphire,Sapphire RX 590 8GB Nitro+,75,59.9,97681,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,AXRX 590 8GBD5-DHD,PowerColor,PowerColor RX 590 8GB Red Dragon,75,59.9,97681,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,AXRX 590 8GBD5-3DH/OC,PowerColor,PowerColor RX 590 8GB Red Devil,75,59.9,97681,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,RADEON RX 590 ARMOR 8G OC,MSI,MSI RX 590 8GB Armor OC,75,59.9,97681,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,GV-RX590GAMING-8GD,Gigabyte,Gigabyte RX 590 8GB Gaming,75,59.9,97681,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,11289-06-20G,Sapphire,Sapphire RX 590 8GB Pulse,75,59.9,97681,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,,Nvidia,GTX 1650S (Super),76,59.9,123724,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,ZT-T16510F-10L,Zotac,Zotac GTX 1650 Super 4GB Gaming,76,59.9,123724,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,TUF-GTX1650S-O4G-GAMING,Asus,Asus GTX 1650 Super 4GB TUF Gaming,76,59.9,123724,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,04G-P4-1357-KR,EVGA,EVGA GTX 1650 Super 4GB SC Ultra,76,59.9,123724,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
